,Restaurant Name,Cuisines,City,Locality Verbose,Country,Longitude,Latitude,Average Cost for two ($USD),Aggregate rating,Votes,Location
148,Michael's Kitchen,"NorthIndian,Asian,European",Bhubaneshwar,"Gajapati Nagar, Bhubaneshwar",India,85.83394811,20.31149633,11.16,3.7,118.0,"GajapatiNagar,Bhubaneshwar,India"
149,Mamma Mia - Mayfair Lagoon,"Cafe,Italian,Mexican,Bakery",Bhubaneshwar,"Mayfair Lagoon, Jayadev Vihar, Bhubaneshwar",India,85.81917800000002,20.301785,18.39,4.1,256.0,"MayfairLagoon,JayadevVihar,Bhubaneshwar,India"
150,99 North Restaurant,"NorthIndian,Chinese",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.80823611,20.34306944,5.91,3.6,173.0,"Patia,Bhubaneshwar,India"
151,Adda,"NorthIndian,Chinese,Mexican,Beverages",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.82272222,20.353675,7.88,3.8,424.0,"Patia,Bhubaneshwar,India"
152,Chill Ummm,"Chinese,NorthIndian,Cafe",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.825257,20.35324774,5.91,3.7,338.0,"Patia,Bhubaneshwar,India"
153,Lal Qila,"Mughlai,Chinese,NorthIndian",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.82685,20.35299167,6.57,3.7,228.0,"Patia,Bhubaneshwar,India"
154,Richard's Kitchen & Coffee Bar,"Cafe,Chinese,FastFood,Seafood",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.82599327,20.35343289,5.91,3.8,253.0,"Patia,Bhubaneshwar,India"
155,Aangan Horizon,"NorthIndian,Chinese,Continental",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.82289287,20.34347604,11.82,4.0,90.0,"Patia,Bhubaneshwar,India"
156,Brewberrys The Coffee Bar,Cafe,Bhubaneshwar,"Patia, Bhubaneshwar",India,85.81112333,20.34314407,5.25,4.0,197.0,"Patia,Bhubaneshwar,India"
157,Chai Break,"Italian,Cafe,Chinese,Continental",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.82558810411764,20.324314812352945,10.51,4.3,69.0,"Patia,Bhubaneshwar,India"
158,JUGAAD JN.,"NorthIndian,Rajasthani",Bhubaneshwar,"Patia, Bhubaneshwar",India,85.82225987,20.35348061,3.94,4.1,199.0,"Patia,Bhubaneshwar,India"
159,Cha cTea,"Cafe,Tea",Bhubaneshwar,"Sahid Nagar, Bhubaneshwar",India,85.84295925,20.29322917,6.57,3.8,56.0,"SahidNagar,Bhubaneshwar,India"
160,Food Fever,"Chinese,NorthIndian",Bhubaneshwar,"Sahid Nagar, Bhubaneshwar",India,85.84516996,20.29575519,11.82,4.2,49.0,"SahidNagar,Bhubaneshwar,India"
161,Mainland China,Chinese,Bhubaneshwar,"The Crown, Nayapalli, Bhubaneshwar",India,85.818494,20.292363,19.7,4.3,345.0,"TheCrown,Nayapalli,Bhubaneshwar,India"
162,Eram Rooftop,"Asian,Continental",Bhubaneshwar,"Unit 4, Bhubaneshwar",India,85.82669624,20.28398889,5.25,3.5,89.0,"Unit4,Bhubaneshwar,India"
163,The Night Factory,"NorthIndian,Chinese,Continental,Pizza",Chandigarh,"Chandigarh Industrial Area, Chandigarh",India,76.801234,30.71005476,11.16,3.7,665.0,"ChandigarhIndustrialArea,Chandigarh,India"
164,Brooklyn Central,"American,Cafe",Chandigarh,"Elante Mall, Chandigarh Industrial Area, Chandigarh",India,76.8009555,30.7050693,21.01,4.2,676.0,"ElanteMall,ChandigarhIndustrialArea,Chandigarh,India"
165,Chili's,"Mexican,American,Italian",Chandigarh,"Elante Mall, Chandigarh Industrial Area, Chandigarh",India,76.8007752,30.7056682,18.39,4.3,970.0,"ElanteMall,ChandigarhIndustrialArea,Chandigarh,India"
166,Kylin Experience,"Japanese,Chinese,Thai,Malaysian,Burmese,Asian",Chandigarh,"Elante Mall, Chandigarh Industrial Area, Chandigarh",India,76.80064,30.7056102,21.01,4.1,300.0,"ElanteMall,ChandigarhIndustrialArea,Chandigarh,India"
167,Mocha,"Continental,Italian,Thai,FingerFood",Chandigarh,"Elante Mall, Chandigarh Industrial Area, Chandigarh",India,76.8008653,30.705148200000004,18.39,4.0,428.0,"ElanteMall,ChandigarhIndustrialArea,Chandigarh,India"
168,Pirates of Grill,"NorthIndian,Continental,Asian",Chandigarh,"Elante Mall, Chandigarh Industrial Area, Chandigarh",India,76.8009555,30.705775,15.76,4.0,1022.0,"ElanteMall,ChandigarhIndustrialArea,Chandigarh,India"
169,Barbeque Nation,"NorthIndian,Chinese",Chandigarh,"Sector 26, Chandigarh",India,76.8051917,30.7257045,17.07,4.5,1450.0,"Sector26,Chandigarh,India"
170,TGI Friday's,"American,TexMex",Chandigarh,"Sector 26, Chandigarh",India,76.80636340000002,30.724943100000004,23.64,4.3,228.0,"Sector26,Chandigarh,India"
171,Pal Dhaba,NorthIndian,Chandigarh,"Sector 28, Chandigarh",India,76.801316,30.719484100000006,9.19,3.8,982.0,"Sector28,Chandigarh,India"
172,Midnight Chef,"NorthIndian,Chinese,Continental,Italian,Burger",Chandigarh,"Sector 35, Chandigarh",India,76.76560555,30.72476574,13.13,3.4,502.0,"Sector35,Chandigarh,India"
173,Nik Baker's,"Bakery,Desserts,Cafe",Chandigarh,"Sector 35, Chandigarh",India,76.76055595,30.72152328,8.54,4.1,698.0,"Sector35,Chandigarh,India"
174,OvenFresh,"Cafe,Bakery",Chandigarh,"Sector 35, Chandigarh",India,76.76061059999998,30.7216086,8.54,4.1,397.0,"Sector35,Chandigarh,India"
175,Super Donuts,"Burger,FastFood,Desserts,Beverages",Chandigarh,"Sector 35, Chandigarh",India,76.76028337,30.72137975,5.91,4.0,265.0,"Sector35,Chandigarh,India"
176,Taco Bell,"Mexican,FastFood",Chandigarh,"Sector 35, Chandigarh",India,76.75984483,30.72114167,7.88,4.2,252.0,"Sector35,Chandigarh,India"
177,Karim's,"Mughlai,NorthIndian",Chandigarh,"Sector 7, Chandigarh",India,76.8009793,30.730618100000004,10.51,3.3,86.0,"Sector7,Chandigarh,India"
178,Virgin Courtyard,Italian,Chandigarh,"Sector 7, Chandigarh",India,76.7976205,30.7334795,28.89,4.4,817.0,"Sector7,Chandigarh,India"
179,Burgrill,"Burger,FastFood",Chandigarh,"Sector 8, Chandigarh",India,76.79789090000001,30.740827000000003,6.57,4.5,249.0,"Sector8,Chandigarh,India"
180,Uncle Jack's,"Desserts,American",Chandigarh,"Sector 8, Chandigarh",India,76.79721479999998,30.7408896,7.88,4.0,356.0,"Sector8,Chandigarh,India"
181,That Madras Place,"European,Italian,Desserts",Chennai,"Adyar, Chennai",India,80.250744,13.0058006,10.51,4.2,1810.0,"Adyar,Chennai,India"
182,Haunted,"NorthIndian,Chinese,Arabian",Chennai,"Anna Nagar East, Chennai",India,80.2206723,13.0864385,10.51,3.8,519.0,"AnnaNagarEast,Chennai,India"
183,Pantry d'or,"Continental,Cafe,Italian,Desserts",Chennai,"Anna Nagar East, Chennai",India,80.2191037,13.0918088,9.85,4.4,1504.0,"AnnaNagarEast,Chennai,India"
184,Palmshore,"NorthIndian,Mughlai,Chinese,SouthIndian",Chennai,"Ashok Nagar, Chennai",India,80.20881157,13.02977985,11.16,4.2,841.0,"AshokNagar,Chennai,India"
185,Chili's,"Mexican,American,TexMex,Burger",Chennai,"Express Avenue Mall,  Royapettah, Chennai",India,80.264151,13.058616,22.33,4.8,1262.0,"ExpressAvenueMall,Royapettah,Chennai,India"
186,Writer's Cafe,"Cafe,European",Chennai,"Gopalapuram, Chennai",India,80.25722075,13.05434714,5.91,4.2,191.0,"Gopalapuram,Chennai,India"
187,Fusilli Reasons,Italian,Chennai,"Kilpauk, Chennai",India,80.24851944,13.08187778,4.6,4.6,1510.0,"Kilpauk,Chennai,India"
188,Ciclo Cafe,"Cafe,Continental",Chennai,"Kotturpuram, Chennai",India,80.24243889,13.02239444,14.45,4.1,1004.0,"Kotturpuram,Chennai,India"
189,Kaidi Kitchen,"Italian,Mexican,Chinese,Thai,NorthIndian",Chennai,"Mylapore, Chennai",India,80.26146999999997,13.044694,19.7,4.0,1820.0,"Mylapore,Chennai,India"
190,Bombay Brasserie,NorthIndian,Chennai,"Nungambakkam, Chennai",India,80.25186500000002,13.066762,15.76,4.6,1753.0,"Nungambakkam,Chennai,India"
191,Maplai,"SouthIndian,Chettinad",Chennai,"Nungambakkam, Chennai",India,80.23644167,13.06418056,13.13,4.2,1714.0,"Nungambakkam,Chennai,India"
192,Paradise,"Biryani,NorthIndian",Chennai,"Perungudi, Chennai",India,80.24998214,12.97279291,11.82,3.8,1317.0,"Perungudi,Chennai,India"
193,L'amandier,"European,Cafe,Italian",Chennai,"RA Puram, Chennai",India,80.25479067,13.02701773,15.76,4.3,1607.0,"RAPuram,Chennai,India"
194,Palmshore,"NorthIndian,Mughlai,Chinese,SouthIndian",Chennai,"Ramapuram, Chennai",India,80.17456822,13.02627908,11.16,4.4,645.0,"Ramapuram,Chennai,India"
195,Palmshore,"NorthIndian,Mughlai,Chinese,SouthIndian",Chennai,"Santhome, Chennai",India,80.2752348,13.02628637,11.16,4.3,742.0,"Santhome,Chennai,India"
196,Basil With A Twist,"Continental,Cafe,Spanish,Italian,European,Greek,Mediterranean",Chennai,"T. Nagar, Chennai",India,80.24226844,13.04964535,19.7,4.5,1210.0,"T.Nagar,Chennai,India"
197,Barbeque Nation,"NorthIndian,Continental",Chennai,"T. Nagar, Chennai",India,80.23311,13.045478999999998,26.26,4.4,3848.0,"T.Nagar,Chennai,India"
198,AB's - Absolute Barbecues,"NorthIndian,European,Mediterranean",Chennai,"Velachery, Chennai",India,80.23159799999998,12.981615,21.01,4.9,859.0,"Velachery,Chennai,India"
199,Coal Barbecues,"NorthIndian,Mediterranean,Asian,Arabian",Chennai,"Velachery, Chennai",India,80.21811381,12.98604688,18.39,4.6,1267.0,"Velachery,Chennai,India"
200,Pind,"NorthIndian,Chinese",Chennai,"Velachery, Chennai",India,80.221898,12.975996,11.82,4.0,2272.0,"Velachery,Chennai,India"
201,Kuchi n Kream,"Cafe,Continental,FastFood",Coimbatore,"Gandhipuram, Coimbatore",India,76.9720757,11.01629845,10.51,4.6,202.0,"Gandhipuram,Coimbatore,India"
202,Haribhavanam Hotel,"SouthIndian,Chettinad,NorthIndian",Coimbatore,"Peelamedu, Coimbatore",India,76.995667,11.022477,7.88,3.9,318.0,"Peelamedu,Coimbatore,India"
203,Kites Cafe,Cafe,Coimbatore,"Peelamedu, Coimbatore",India,77.015393,11.025083,5.25,3.8,124.0,"Peelamedu,Coimbatore,India"
204,Zucca Pizzeria,Pizza,Coimbatore,"Peelamedu, Coimbatore",India,77.00700302,11.02483917,7.88,3.5,274.0,"Peelamedu,Coimbatore,India"
205,Burger Ka Baap,FastFood,Coimbatore,"Peelamedu, Coimbatore",India,76.99959444,11.02216944,6.57,4.3,147.0,"Peelamedu,Coimbatore,India"
206,The Cascade Restaurant,Chinese,Coimbatore,"Peelamedu, Coimbatore",India,76.99501667,11.02127778,15.76,4.1,243.0,"Peelamedu,Coimbatore,India"
207,24 Plus Cafe & Restaurant,"Continental,FastFood,Desserts,Indian",Coimbatore,"Podanur, Coimbatore",India,76.971082,10.96185,5.91,3.8,24.0,"Podanur,Coimbatore,India"
208,Valarmathi Kongunaatu Samayal,"SouthIndian,Biryani",Coimbatore,"Race Course, Coimbatore",India,76.976268,11.001852,4.6,4.5,380.0,"RaceCourse,Coimbatore,India"
209,Bird On Tree,"Continental,Chinese,Thai,Malaysian,NorthIndian",Coimbatore,"Race Course, Coimbatore",India,76.98431119,11.00863836,15.76,3.8,221.0,"RaceCourse,Coimbatore,India"
210,Tim's Bistro,"NorthIndian,Continental",Coimbatore,"Race Course, Coimbatore",India,76.9754397,11.0030085,9.19,3.9,85.0,"RaceCourse,Coimbatore,India"
211,Batlivala & Khanabhoy,"Parsi,NorthIndian",Coimbatore,"Race Course, Coimbatore",India,76.98624135,11.00175265,15.76,4.2,40.0,"RaceCourse,Coimbatore,India"
212,Cafe Totaram,"Cafe,FastFood",Coimbatore,"Race Course, Coimbatore",India,76.98187642,11.00076241,7.88,4.0,132.0,"RaceCourse,Coimbatore,India"
213,Cream Centre,"NorthIndian,Chinese,Italian,Mexican",Coimbatore,"Race Course, Coimbatore",India,76.97649444,11.00366944,13.13,4.0,203.0,"RaceCourse,Coimbatore,India"
214,On The Go,"Italian,NorthIndian,Desserts",Coimbatore,"Race Course, Coimbatore",India,76.975525,11.00368056,19.7,4.0,215.0,"RaceCourse,Coimbatore,India"
215,Sree Annapoorna,"SouthIndian,NorthIndian,Chinese",Coimbatore,"RS Puram, Coimbatore",India,76.95173611,11.00668611,5.25,4.3,225.0,"RSPuram,Coimbatore,India"
216,That's Y Food,"NorthIndian,Biryani",Coimbatore,"RS Puram, Coimbatore",India,76.95295,11.010375,18.39,4.2,299.0,"RSPuram,Coimbatore,India"
217,CakeBee,"Bakery,Desserts",Coimbatore,"Saibaba Colony, Coimbatore",India,76.94465239,11.02611735,4.6,4.9,200.0,"SaibabaColony,Coimbatore,India"
218,Yari,"NorthIndian,Chinese,StreetFood",Coimbatore,"Saibaba Colony, Coimbatore",India,76.940432,11.02091,9.19,4.2,221.0,"SaibabaColony,Coimbatore,India"
219,Cream Stone,"Desserts,IceCream",Coimbatore,"SMS Hotel, Peelamedu, Coimbatore",India,76.9983492,11.02229761,3.94,4.3,161.0,"SMSHotel,Peelamedu,Coimbatore,India"
220,Barbeque Nation,"NorthIndian,European,Mediterranean",Coimbatore,"Town Hall, Coimbatore",India,76.96330278,10.99413611,18.39,4.4,505.0,"TownHall,Coimbatore,India"
221,The Punjabi Essence Restaurant,"NorthIndian,Chinese",Dehradun,"Chukkuwala, Dehradun",India,78.05987845230769,30.34585398384615,10.51,3.6,102.0,"Chukkuwala,Dehradun,India"
222,Tirupati Restaurant,"SouthIndian,NorthIndian,Chinese",Dehradun,"Chukkuwala, Dehradun",India,78.05987845230769,30.34585398384615,6.57,3.8,115.0,"Chukkuwala,Dehradun,India"
223,Anandam,"Desserts,NorthIndian,Chinese,SouthIndian,FastFood,StreetFood",Dehradun,"Hathibarkala Salwala, Dehradun",India,78.053162,30.335259000000004,8.54,3.9,141.0,"HathibarkalaSalwala,Dehradun,India"
224,Town Table Restaurant,"NorthIndian,Chinese,Continental",Dehradun,"Hathibarkala Salwala, Dehradun",India,78.060221,30.340722,13.13,3.9,173.0,"HathibarkalaSalwala,Dehradun,India"
225,Kalsang Friends Corner,"Chinese,Thai,Tibetan",Dehradun,"Hathibarkala Salwala, Dehradun",India,78.062543,30.346994,9.85,4.2,406.0,"HathibarkalaSalwala,Dehradun,India"
226,The Great Indian Pub,NorthIndian,Dehradun,"Jakhan, Dehradun",India,78.06802238,30.36128079,19.7,4.9,50.0,"Jakhan,Dehradun,India"
227,BMG - All Day Dining,"Chinese,NorthIndian,FastFood",Dehradun,"Jakhan, Dehradun",India,78.06888981,30.36268594,8.19,4.3,63.0,"Jakhan,Dehradun,India"
228,Punjab Grill,"Mughlai,NorthIndian",Dehradun,"Jakhan, Dehradun",India,78.067079,30.359722,16.42,4.0,98.0,"Jakhan,Dehradun,India"
229,TBistro,"NorthIndian,Chinese",Dehradun,"Karanpur, Dehradun",India,78.054222,30.332735,7.22,3.8,230.0,"Karanpur,Dehradun,India"
230,Y Cafe & Restaurant,Cafe,Dehradun,"Karanpur, Dehradun",India,78.04911700000002,30.328174,6.57,4.0,94.0,"Karanpur,Dehradun,India"
231,Eddie's Patisserie,Bakery,Dehradun,"Krishna Nagar, Dehradun",India,78.05987845230769,30.34585398384615,4.6,4.1,64.0,"KrishnaNagar,Dehradun,India"
232,First Gear Cafe,"Cafe,Chinese",Dehradun,"Malsi, Dehradun",India,78.05987845230769,30.34585398384615,9.19,3.9,131.0,"Malsi,Dehradun,India"
233,Dunkin Donuts,"Burger,Desserts",Dehradun,"Pacific Mall, Jakhan, Dehradun",India,78.070453,30.366322,7.88,3.9,101.0,"PacificMall,Jakhan,Dehradun,India"
234,Doon Darbar,"NorthIndian,Mughlai",Dehradun,"Paltan Bazaar, Dehradun",India,78.04026667,30.31952778,7.88,3.9,121.0,"PaltanBazaar,Dehradun,India"
235,Razzmatazz,Cafe,Dehradun,"Race Course, Dehradun",India,78.05987845230769,30.34585398384615,5.25,3.9,39.0,"RaceCourse,Dehradun,India"
236,Barbeque Nation,"NorthIndian,Mediterranean,Asian,Chinese",Dehradun,"Rajpur, Dehradun",India,78.061187,30.3425093,21.01,4.4,66.0,"Rajpur,Dehradun,India"
237,Black Pepper Restaurant,"NorthIndian,Chinese",Dehradun,"Rajpur, Dehradun",India,78.04610600000002,30.327968,15.76,4.0,175.0,"Rajpur,Dehradun,India"
238,Cafe Marigold,"Cafe,Chinese,FastFood",Dehradun,"Rajpur, Dehradun",India,78.05987845230769,30.34585398384615,6.57,4.1,104.0,"Rajpur,Dehradun,India"
239,Jalapenos,"Cafe,Mexican",Dehradun,"Rajpur, Dehradun",India,78.07715102,30.37220198,6.57,4.2,68.0,"Rajpur,Dehradun,India"
240,Kalsang AMA Cafe,Cafe,Dehradun,"Rajpur, Dehradun",India,78.05987845230769,30.34585398384615,7.88,4.2,89.0,"Rajpur,Dehradun,India"
241,Desire Foods,"Chinese,FastFood,Bakery",Faridabad,"Badarpur Border, Faridabad",India,77.3066401,28.4900591,3.28,2.9,4.0,"BadarpurBorder,Faridabad,India"
242,Knight Rock,"NorthIndian,Chinese",Faridabad,"Badarpur Border, Faridabad",India,77.304776,28.4901567,6.57,2.8,16.0,"BadarpurBorder,Faridabad,India"
243,Punjab Restaurant,NorthIndian,Faridabad,"Badarpur Border, Faridabad",India,77.305563,28.4901368,1.97,2.8,8.0,"BadarpurBorder,Faridabad,India"
244,Raju Dhaba,NorthIndian,Faridabad,"Badarpur Border, Faridabad",India,77.30610159999998,28.4900979,1.97,2.9,8.0,"BadarpurBorder,Faridabad,India"
245,Rakheja Bakery,Bakery,Faridabad,"Badarpur Border, Faridabad",India,77.3057446,28.490062,1.31,2.8,7.0,"BadarpurBorder,Faridabad,India"
246,Snax Points,"Chinese,NorthIndian,FastFood",Faridabad,"Badarpur Border, Faridabad",India,77.30538349999998,28.4901198,3.94,3.0,4.0,"BadarpurBorder,Faridabad,India"
247,Cafe And More,"FastFood,NorthIndian",Faridabad,"Charmwood Village, Faridabad",India,77.2905651,28.494663800000005,3.94,2.9,4.0,"CharmwoodVillage,Faridabad,India"
248,Green Chick Chop,"RawMeats,NorthIndian,FastFood",Faridabad,"Charmwood Village, Faridabad",India,77.29052759999998,28.4946804,4.6,3.0,7.0,"CharmwoodVillage,Faridabad,India"
249,Kolkata Hot Kathi Rolls,"FastFood,Chinese",Faridabad,"Charmwood Village, Faridabad",India,77.2918292,28.4922473,3.94,2.9,11.0,"CharmwoodVillage,Faridabad,India"
250,Kebab Xpress,"NorthIndian,Mughlai",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3074479,28.4698631,7.88,2.8,49.0,"CrownInteriorzMall,Sector35,Faridabad,India"
251,McDonald's,"FastFood,Burger",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3074479,28.4695043,6.57,3.4,58.0,"CrownInteriorzMall,Sector35,Faridabad,India"
252,Suruchi,"NorthIndian,SouthIndian,Gujarati,Rajasthani",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3074479,28.4701322,9.19,3.4,233.0,"CrownInteriorzMall,Sector35,Faridabad,India"
253,Berco's,"Chinese,Thai",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3072684,28.4700256,14.45,3.8,508.0,"CrownInteriorzMall,Sector35,Faridabad,India"
254,Dunkin' Donuts,"Burger,Desserts,FastFood",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3074031,28.4693655,7.88,3.6,98.0,"CrownInteriorzMall,Sector35,Faridabad,India"
255,The Chocolate Room,"Cafe,Desserts",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3074031,28.4693655,11.82,3.6,59.0,"CrownInteriorzMall,Sector35,Faridabad,India"
256,KFC,"American,FastFood,Burger",Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.30706006,28.46980656,6.57,2.1,57.0,"CrownInteriorzMall,Sector35,Faridabad,India"
257,Barbeque Nation,NorthIndian,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3073785,28.469862899999995,21.01,4.0,299.0,"CrownInteriorzMall,Sector35,Faridabad,India"
258,Yo! China,Chinese,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",India,77.3074031,28.4693655,17.07,4.1,239.0,"CrownInteriorzMall,Sector35,Faridabad,India"
259,Giani's,"IceCream,Desserts",Faridabad,"Crown Plaza Mall, Sector 15, Faridabad, Faridabad",India,77.3130127,28.3980691,5.25,3.2,16.0,"CrownPlazaMall,Sector15,Faridabad,India"
260,Momo-Cha,FastFood,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad, Faridabad",India,77.3130127,28.3979794,2.63,2.7,16.0,"CrownPlazaMall,Sector15,Faridabad,India"
261,Shree Rathnam,"SouthIndian,NorthIndian,Chinese",Faridabad,"Crown Plaza Mall, Sector 15, Faridabad, Faridabad",India,77.3128332,28.397424,10.51,3.4,48.0,"CrownPlazaMall,Sector15,Faridabad,India"
262,Mirage Restro Bar,"NorthIndian,Mughlai",Faridabad,"Crown Plaza Mall, Sector 15, Faridabad, Faridabad",India,77.3131025,28.3978083,13.13,2.4,25.0,"CrownPlazaMall,Sector15,Faridabad,India"
263,Gelato Vinto,"Desserts,IceCream",Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad, Faridabad",India,77.31391020000002,28.3868454,3.28,2.8,12.0,"EldecoStation1Mall,Sector12,Faridabad,India"
264,Cakes 'n Bakes - Park Plaza,Bakery,Faridabad,"Park Plaza, Sector 21, Faridabad, Faridabad",India,77.2969459,28.4292178,13.13,3.0,15.0,"ParkPlaza,Sector21,Faridabad,India"
265,Cafe Bite,Cafe,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad, Faridabad",India,77.31444870000001,28.383665,6.57,3.2,19.0,"ParsavnathCityMall,Sector12,Faridabad,India"
266,Cafe Light,"Cafe,Chinese,FastFood",Faridabad,"Parsavnath City Mall, Sector 12, Faridabad, Faridabad",India,77.3144877,28.3837046,6.57,2.8,8.0,"ParsavnathCityMall,Sector12,Faridabad,India"
267,Momo-Cha,"NorthIndian,Chinese",Faridabad,"Sector 10, Faridabad",India,77.3291609,28.3754863,5.91,2.8,20.0,"Sector10,Faridabad,India"
268,Oregano India,"FastFood,Chinese,Italian",Faridabad,"Sector 10, Faridabad",India,77.3266079,28.3689797,6.57,3.1,11.0,"Sector10,Faridabad,India"
269,Sagar Bakery,Bakery,Faridabad,"Sector 10, Faridabad",India,77.3270132,28.3692291,1.97,3.0,11.0,"Sector10,Faridabad,India"
270,Smugglers,NorthIndian,Faridabad,"Sector 10, Faridabad",India,77.329628,28.3702087,5.91,3.1,7.0,"Sector10,Faridabad,India"
271,Welcome,"NorthIndian,Chinese",Faridabad,"Sector 10, Faridabad",India,77.32889780000002,28.377754100000004,9.19,2.9,13.0,"Sector10,Faridabad,India"
272,Chimney,"NorthIndian,Mughlai,Chinese",Faridabad,"Sector 11, Faridabad",India,77.31902600000002,28.3725172,10.51,3.3,25.0,"Sector11,Faridabad,India"
273,Chopstick,Chinese,Faridabad,"Sector 11, Faridabad",India,77.3185858,28.371835,3.94,3.0,22.0,"Sector11,Faridabad,India"
274,Hot & Tasty Chinese Food,"NorthIndian,Chinese",Faridabad,"Sector 11, Faridabad",India,77.3184832,28.3719511,5.91,2.6,26.0,"Sector11,Faridabad,India"
275,Sanjha Chulha,"NorthIndian,Mughlai",Faridabad,"Sector 11, Faridabad",India,77.32157,28.3692881,9.19,2.9,16.0,"Sector11,Faridabad,India"
276,Frontier,Bakery,Faridabad,"Sector 12, Faridabad",India,77.31429167,28.38339444,2.63,2.9,7.0,"Sector12,Faridabad,India"
277,Oxy Lounge,"NorthIndian,Chinese,Italian",Faridabad,"Sector 12, Faridabad",India,77.3244365,28.384502,19.7,3.1,28.0,"Sector12,Faridabad,India"
278,Al Bake,"NorthIndian,Chinese",Faridabad,"Sector 15, Faridabad",India,77.3229299,28.395009,7.88,3.2,31.0,"Sector15,Faridabad,India"
279,Anupam Sweet,"NorthIndian,SouthIndian,Chinese,FastFood,Mithai",Faridabad,"Sector 15, Faridabad",India,77.32225679999998,28.3949008,5.25,3.4,70.0,"Sector15,Faridabad,India"
280,Cafe Coffee Day,Cafe,Faridabad,"Sector 15, Faridabad",India,77.3236112,28.3952671,5.91,3.3,67.0,"Sector15,Faridabad,India"
281,Chicago Pizza,Pizza,Faridabad,"Sector 15, Faridabad",India,77.3217184,28.395029600000004,7.88,2.7,35.0,"Sector15,Faridabad,India"
282,Crispy Crust,"NorthIndian,Chinese,FastFood",Faridabad,"Sector 15, Faridabad",India,77.3241683,28.3950992,6.57,3.4,22.0,"Sector15,Faridabad,India"
